1995	extern	Diplom	Konzeption eines Netzwerkmanagementsystems für eine heterogene Netzwerkumgebung
1995	extern	Diplom	Aufbau, Inbetriebnahme und Optimierung eines hoch repetierlichen Ho: YAG-Laser für med. Anwendung
1995	extern	Diplom	Untersuchung verschiedener Lernverfahren für Neuro-Fuzzy-Systeme
1995	intern	Diplom	Untersuchung der Echtzeit-Eignung eines Betriebssystems am Beispiel von Varianten des UNIX-Kerns
1995	intern	Diplom	Schnelle Berechnung von Ray-Tracing-Animationen durch Voxelisierung des Szenenraums
1995	intern	Diplom	Computergestützte und kundenorientierte Erfassung und Verarbeitung von Gesteinsprobensiebwerten zur Bestimmung eines optimalen Mischungsverhältnisses
1995	intern	Diplom	Rechnergestützte Einzelworterkennung. Ein Vergleich von Methoden zur Analyse und Klassifikation
1995	intern	Diplom	Komprimierung, Übertragung, Auswertung und Aufbereitung von Meßdaten aus einer Solaranlage
1995	intern	Diplom	Redesign und aTRACktive-Datenbank und Portierung des Auswertungssystems auf einem PC
1995	intern	Diplom	Computergestützte Wertstoffsammlung
1995	intern	Diplom	Entwurf und Implementierung einer offenen Schnittstelle zum Repository eines CASE-Tools mittels der Standard-Skript-Sprache TCL
1995	intern	Diplom	Einführung der digitalen Dokumentenannahme und -verarbeitung in einem Kleinbetrieb der Druckindustrie
1995	intern	Diplom	Portierung der hardwarenahen Komponenten des Echtzeitbetriebssystems EUROS auf die Alpha-Architektur
1995	intern	Diplom	Erstellung eines aktiven Kommunikationsmoduls mit "Gateway"-Eigenschaften im Prozeßleitbereich unter OSF/1
1995	extern	Diplom	Auswahl und Implementierung von Kommunikationswerkzeugen zum Datenaustausch zwischen Windows- und UNIX-Systemen. Einsatz der Werkzeuge im Rahmen eines BDE-Systems
1995	intern	Diplom	Sinnentstellung bei der Übersetzung englischsprachiger Fachbücher ins deutsche und deren Ursachen. Eine linguistische Untersuchung für Informatiker "Übergehen Sie die Elementfunktion um die Ikone ..."
1995	intern	Diplom	Entwicklung eines plattformunabhängigen 3964R-Treibers für Windows-NT
1995	intern	Diplom	RSA-Schlüsselgenerierung im Siemens Chipkartenprozessor SLE 44 C 200
1995	intern	Diplom	Konzeption und Erstellung einer Klassenbibliothek für Benutzeroberflächen in der Automatisierungstechnik
1995	intern	Diplom	Parallelverarbeitung im Workstation-Verbund. Implementierung ausgewählter Beispielanwendungen mit Hilfe geeigneter Werkzeuge
1995	extern	Diplom	Konzeption und Modellierung eines Unternehmens-Führungs-Systems (UFS) für ein Dienstleistungsunternehmen und Realisierung der Teilkomponenten Mitarbeiter- und Projektverwaltung
1995	intern	Diplom	Telearbeit in einem Industriebetrieb der Elektrobranche - Einsatzmöglichkeiten, technische, organisatorische und rechtliche Rahmenbedingungen
1995	intern	Diplom	Notfallkonzept zur Steigerung der Verfügbarkeit einer bestehenden IT/DV-Infrastruktur innerhalb der SAG, basierend auf Compaq-HW mit MS-NTAS Betriebssystem
1995	intern	Diplom	Erstellung und Einführung eines grafisch-interaktiven Systems zur Unterstützung von Administration und Controlling der Unterschriftenregelung
1995	intern	Diplom	Analyse, Design und Implementierung des Bereichs Ausschreibung eines AVA-Programms mit objektorientierten Methoden
1995	extern	Diplom	Erstellung eines Bibliothekskonzeptes zur Verwaltung versionierter, über OLE-Technik verbundener Objekte. Realisierung der Basisfunktionalität des Konzeptes basierend auf OLE 2
1996	intern	Diplom	Einsatzmöglichkeit von kooperativen Systemen am Beispiel eines Unternehmens im Maschinenbau
1996	extern	Diplom	Arbeitstitel: Darstellung der Information neuronaler Netze in chemischen Anwendungen
1996	extern	Diplom	Kern eines Simulationswerkzeuges für AWL-Programmstrukturen und Tasks nach SPS-Norm IEC 1131
1996	extern	Diplom	Umsetzung eines Logistik Controlling Verfahrens von einer lokalen PC-Version auf eine Client Server Umgebung unter SAP R/3
1996	extern	Diplom	Überarbeitung des Einkaufscontrollings und DV-technische Realisierung mittels SAP R/3 bei einem Konzernunternehmen
1996	extern	Diplom	Zielvereinbarungen und Prozeßkenngrößen. Eine Maßnahme zur Einführung von Total Quality Management
1996	intern	Diplom	Konzeption und Realisierung einer Netzterminierung als Bestandteil des graphischen Leitstandes SIFLEX
1996	intern	Diplom	Ablösung des DESTI UNIX-Verfahrens durch eine Client-Server Applikation
1996	extern	Diplom	Adaptive Parametrierung einer Image-Hardwarepipeline
1996	extern	Diplom	Konzept für das Management von Online-Diensten im Internet
1996	intern	Diplom	Konzeption und Realisierung einer Datenbankanwendung für die Kundenbetreuung am Beispiel der Firma S.E.P.P.
1996	extern	Diplom	Einrichtung einer Datenbasis für die Hardware-Dokumentation des Netzwerks einer Großfirmenniederlassung
1996	intern	Diplom	Neuorientierung des Management-Accounting in einer Bank
1996	extern	Diplom	Entwurf und Teilimplementierung von Backup- und Restore-Verfahren für eine Festplatte auf DRAM-Basis
1996	intern	Diplom	Analyse, Design und Implementierung der Bereiche Vergabe und Kostenkontrolle eines AVA-Programmes mit objektorientierten Methoden
1996	intern	Diplom	Datenbanken in parallelen Rechnerarchitekturen
1996	intern	Diplom	Die Bedienoberfläche für ein System von Kfz-Testgeräten - Simulation und Entwicklung eines objektorientierten Modells
1996	intern	Diplom	Konzeption und Realisierung einer computerunterstützten Unterrichtseinheit für HTML auf der Basis von Asymetri Todbock
1996	intern	Diplom	Datenintegration in der Dermatologischen Universitätsklinik Erlangen: Migration von Insellösungen zu einer integrierten Datenbank-Anwendung (Arbeitstitel).
1996	intern	Diplom	Einführung eines kundenorientierten Qualitätsmanagements in Verkauf und Service einer Unternehmung der Bürotechnik-Branche
1996	intern	Diplom	Fraktale Bildkompression. Entwurf, Realisierung und Vergleich von Methoden der Bildcodierung und Decodierung
1996	extern	Diplom	Ein Fachkonzept zur Integration der bestehenden DV-Insellösungen für CAD und PPS der Firma Hydrometer GmbH
1996	intern	Diplom	Algorithmen zur automatischen Regelinduktion aus Tabellenwissen
1996	extern	Diplom	Erstellung eines Software-Assistenten zur Unterstützung bei der Projektierung von Netzwerksystemen in der Automatisierungstechnik
1996	intern	Diplom	Entwicklung eines Werkzeugs zur Selektion von Analysedaten  - formale Datenbeschreibung, Vorübersetzung, Interpretation
1996	extern	Diplom	Entwurf eines Entwicklungskonzeptes zur Erstellung von Client-/Server-Datenbankanwendungen mit CA OpenRoad für den Bereich Software Factory/Tool Support
1996	intern	Diplom	Erstellen eines Outsourcing-Konzeptes und Durchführung einer Angebotsphase
1996	extern	Diplom	Spezifikation und Teilimplementierung eines Produktionsleitstandes im Bereich Tabakvorbereitung
1996	intern	Diplom	Erstellen eines interaktiven Telegramminterpreters zur Simulation von Telegrammen in einem bestehenden Kommunikationssystem. Erarbeiten der nötigen Funktionen, Konzepterstellung, Realisierung mit Visu
1996	intern	Diplom	OLE als Object Request Broker, demonstriert an einem Beispiel für die Lehre
1996	intern	Diplom	Entwicklung medizinspezifischer Standardkomponenten auf der Basis von OLE
1996	intern	Diplom	DV-technische Unterstützung einer effektiven Werksinstandhaltung unter Einsatz von Datenbanken am Beispiel eines Werkes für medizinische Geräte
1996	intern	Diplom	Entwurf und Implementierung einer Speicherverwaltung mit "Garbage-Collector"
1996	intern	Diplom	Konzept über den Einsatz neuer Medien für einen regionalen Fernsehsender
1996	intern	Diplom	Vom gesprochenen Satz zum SQL-Befehl: semantische Schlüsselwortanalyse natürlich sprachlicher Datenbankabfragen im Verbund mit einem Spracherkennungssystem
1996	extern	Diplom	Entwicklung eines Werkzeugs zur Querübersetzung der Sprache "Strukturierter Text" in die Sprache "Anweisungsliste" für die Programmierung von SPS-Steuerungen nach IEC 1131-3 Base-Level
1996	intern	Diplom	Analyse eines bestehenden Programmsystems hinsichtlich konzeptioneller und struktureller Optimierung
1996	extern	Diplom	Entwurf und Implementierung eines Testdatengenerators für C++ Klassen
1996	intern	Diplom	Zertifizierung nach DIN EN 9001. Einführung und EDV-Unterstützung in einem kunststoffverarbeitenden Betrieb
1996	extern	Diplom	Anwendung von Methoden und Techniken des Compilerbaus auf natürlich-sprachliche Texte zur Erkennung formal definierter Textstrukturen in juristischen Texten
1996	intern	Diplom	Authentifizierung von Internet/Intranet Anwendern - Lösungsansätze und Realisierung mittels Chipkarte unter Verwendung von "Java"
1996	extern	Diplom	Definition und Realisierung einer generischen, objektorientierten Datenbank-Schnittstelle für ein ICE-Fahrgastinformationssystem
1996	intern	Diplom	Organisations- und DV-Konzept für die Kundenbetreuung eines Dienstleistungsunternehmens
1996	intern	Diplom	HTML-basiertes System zur kontrollierten Strukturierung und Workflowüberwachung technischer Dokumente
1996	intern	Diplom	Aeronautical Information System
1996	extern	Diplom	Entwurf und Realisierung eines Monitors und Debuggers für einen Digitalen Signalprozessor
1997	extern	Diplom	Entwicklung einer Netzwerk-Komponente auf TCP/IP- und Ethernet-Basis für das Echtzeit-Betriebssystem EUROS
1997	intern	Diplom	Objektorientiertes Testen von Frameworks und Komponenten
1997	intern	Diplom	Optimierung der grundlegenden Arbeitsabläufe einer Volkshochschule mit einem EDV-System am Beispiel der VHS-Forchheim. Teilsystem 2: Teilnahme und Abrechnung
1997	intern	Diplom	Optimieirung der grundlegenden Arbeitsabläufe einer Volkshochschule mit einem EDV-System am Beispiel der VHS-Forchheim. Teilsystem 1: Stammdatenverwaltung und Kursplanung
1997	extern	Diplom	Entwicklung eines Streams Moduls, welches das IEC 870 - 5 - 101 Protokoll auf Verbindungsebene unter SUN Solaris 2.4 realisiert
1997	extern	Diplom	Optimierung des Echtzeit-Verhaltens der File-Systeme im MS-DOS- und EUROS-Format für das Echtzeitbetriebssystem EUROS
1997	extern	Diplom	Automatische Erstellung von Quellcode für grafische Benutzeroberflächen unter dem X-Window-System IMOTIF aus Resourc-Files unter MS-Windows
1997	intern	Diplom	Transaktionsmanagement in objektorientierten Datenbank-Anwendungen am Beispiel eines AVA-Programms
1997	extern	Diplom	Konzept für einen Informationsservice auf Intranetbasis
1997	extern	Diplom	Konzeption und Einrichtung eines Applikationsservers für GT
1997	intern	Diplom	Meßtechnische und rechnerische Bestimmung schalltechnischer Kennwerte in der Bauakustik
1997	extern	Diplom	Portierung der hardwarenahen Komponenten des Echtzeitbetriebssystems EUROS auf die DEC-Alpha-Mikroprozessor-Architektur
1997	extern	Diplom	Portierung der hardwarenahen Komponenten des Echtzeitbetriebssystems EUROS auf die Mikrokontroller-Familie C 166 für eingebettete Systeme
1997	intern	Diplom	Wavelet Bildkompression - Entwurf, Realisierung und Vergleich von Methoden der Bildcodierung und -decodierung
1997	intern	Diplom	Entwurf und Implementierung eines "OLE for Process Control" (OPC) Server
1997	intern	Diplom	Verbesserung der unternehmensinternen Informationsversorgung durch EDV-gestütztes Dokumentenmanagement mit Langzeitarchivierung
1997	extern	Diplom	Entwicklung eines Pentium TM- und MMX TM - optimierten ActiveMovieTM Software Filters für die Echtzeitkomprimierung und Dekomprimierung von Video-Datenströmen
1997	extern	Diplom	Ein Informationssystem für ein Sprachlabor
1997	extern	Diplom	Konzept für die Geschäftsprozeßoptimierung der Provisionsbearbeitung bei einem Versicherungskonzern
1997	extern	Diplom	Reengeneering eines QS-Werkzeuges für eine grafische Benutzeroberfläche
1997	intern	Diplom	Erstellung eines Konzepts zur Stammdatenhaltung konfigurierbarer Erzeugnisse in SAP R/3
1997	intern	Diplom	Patientenregistrierung in einem medizinischen SW-System:  Realisierung der Anwendungslogik als DCOM-Komponente
1997	extern	Diplom	Arrival Manager-Anwendung des objektorientierten Ansatzes beim Requirements-Engineering verbunden mit einer Methodendiskussion
1997	intern	Diplom	Objektorientierte Modellierung von Softwarearchitekturen. Konzepte für die inhaltliche Ausgestaltung und Formen der Beschreibungen
1997	intern	Diplom	Konzeption (und Realisierung) eines Verkaufsterminals für Kino-Eintrittskarten mit Platzreservierung unter Verwendung von Chipkarten für die Bezahlung (elektronische Geldbörse)
1997	intern	Diplom	Erarbeitung eines Konzeptes zur Abrechnung des Lizenzentgeltes für Verpackungen innerhalb der Standardsoftware R/3 von SAP
1997	intern	Diplom	Der Weg zum Niedrigenergiehaus - Entwicklung von Varianten
1997	intern	Diplom	Messung passiver solarer Energiegewinne
1997	intern	Diplom	Konzeption und Umsetzung eines Werkzeugs zur Anonymisierung von Datenbank-Inhalten mit dem Ziel der Erzeugung von Testdaten
1997	intern	Diplom	Konzeption und Realisierung eines Programms zur Sicherung der Aufwärtskompatibilität eines Projektierungssystems
1997	extern	Diplom	Entwicklung eines Protokollanalysators für das mobile Datenträgersystem MOBY-L
1997	intern	Diplom	Untersuchung und Bewertung von SAP Business Workflow, einem Zusatztool des SAP R/3-Systems
1997	extern	Diplom	Moderne Methoden des Requirements Engineering - Die Vorgehensweise BRE9000
1997	extern	Diplom	Implementierung eines Datentransfers mittels TCP/IP unter einem Multitasking-Kernel für ein Kassenterminal
1997	intern	Diplom	Multidimensionale Optimierung mit Hilfe Genetischer Algorithmen und Evolutionssstrategien am Beispiel der Stundenplanerstellung für Schulen
1997	extern	Diplom	Untersuchung der Wärmeabgabe von Rohrleitungsarmaturen der Heiz- und Warmwasseranlagen bis DN 32
1997	intern	Diplom	Entwurf und Entwicklung eines Frühwarnsystems zur systematischen Überwachung von frei konfigurierbaren EDV-Systemen und automatischen Beseitigung von Störungen
1997	intern	Diplom	Optimierung eines Fuzzy-Reglers durch ein neuronales Netz am Beispiel eines mechanischen Stabilitätsproblems
1997	intern	Diplom	Entwurf und Realisierung eines Suchsystems für elektronische Bauelemente mittels des EDM-Systems CADIM
1997	intern	Diplom	Konzeption und Realisierung eines Multiprojektplanungssystems
1997	intern	Diplom	Stärkung der Schlagkraft des Unternehmens am Absatzmarkt durch geeignete EDV-Unterstützung in Marketing und Vertrieb
1997	intern	Diplom	Wareneingangsplanung
1997	extern	Diplom	Entwurf und Realisierung eines Änderungsmanagement-Systems für Softwareentwicklung als Intranetanwendung
1997	intern	Diplom	Entwurf und Realisierung eines objektorientierten Termin- und Ressourcenplanungssystems unter besonderer Berücksichtigung geeigneter Optimierungsalgorithmen
1998	intern	Diplom	Realisierung einer wiederverwendbaren Softwarekomponente zur Visualisierung von Hierarchien mit Java Beans und ihre Verwendung in einer SGML-Datenbank
1998	intern	Diplom	Untersuchung der Eignung eines objektorientierten Analyse-Modells bezüglich der Verifikation betrieblicher Anforderungen anhand eines Beispiels aus der Flugsicherung
1998	intern	Diplom	Konzeption einer Benutzer- und Rechteverwaltung zur Integration von Windows NT-Workstations in eine bestehende heterogene Infrastruktur
1998	extern	Diplom	Realisierung eines Windows 95-Treibers für den 3D-Steuergriff SpaceMaster
1998	intern	Diplom	Entwicklung einer PC-CD-ROM-Steuerung zur Sprachaudiometrie und Feinanpassung von Hörgeräten
1998	intern	Diplom	Entwurf und Implementierung der Datenreplikation für ein Vertriebsinformationssystem
1998	intern	Diplom	Dynamisierung von statischen  Intranet-Seiten mit Hilfe einer Datenbank-Anwendung
1998	intern	Diplom	Architektur eines komponentenbasierten Verschaltungseditors in der Automatisierungstechnik
1998	intern	Diplom	Visualisierung interner Abläufe im Echtzeit-Betriebssystem EUROSplus unter MS-Windows
1998	extern	Diplom	Konzeption und Realisierung eines Internet-Marketingsystems für den Geschäftsbereich Nutzlastentwicklung/Mikrogravitation der Daimler-Benz Aerospace AG
1998	extern	Diplom	Konzeption und Realisierung eines Internet-Marketingsystems für den Geschäftsbereich Nutzlastentwicklung/Mikrogravitation der Daimler-Benz AG
1998	extern	Diplom	Erstellung eines Sicherheitskonzeptes für das Projekt Internetserver ZKT (Zentrum für Kartenanwendungen Telekom)
1998	intern	Diplom	Analyse und Grobkonzeption der Geschäftsprozesse des Customer Support eines IT Dienstleisters
1998	intern	Diplom	Schutz sensibler Firmendaten und die Sicherstellung ihrer Übertragung im Internet
1998	intern	Diplom	Abbildung zwischen objektorientierten Klassenmodellen und konzeptionellen Schemata relationaler Datenbanken im CASE-Werkzeug Innovator - Konzeption und Realisierung eines Werkzeugs
1998	extern	Diplom	Konzeption eines Werkzeuges und Realisierung eines Prototypen zum automatisierten Testen von OLE-Komponenten
1998	intern	Diplom	Entwicklung von Java-Beans zur Darstellung vorhandener Modelle des CAD-Systems I-DEAS auf Internet-Browsern mit VRML
1998	extern	Diplom	Erstellen einer Meß- und Steuersoftware für Impedanzspektrometrie an Brennstoffzellen
1998	intern	Diplom	Performancemessung und selektive Telegrammdarstellung auf dem PROFIBUS-DP
1998	intern	Diplom	Entwurf und Implementierung eines OSEK-konformen Echtzeitbetriebssystems für den Mikrocontroller SAB 80C167
1998	intern	Diplom	Verwaltung von Änderungen technischer Dokumente - Konzeption und Entwicklung eines Prototypen
1998	intern	Diplom	Konzeption eines Data Warehouse im Bereich Marktforschung
1998	extern	Diplom	Funktionskonzept und Datenmodell für die Jobverwaltung in einer Marketingagentur
1998	intern	Diplom	Entwicklung von Lernsoftware zum Thema "Numerische Mathematik für Informatiker"
1998	intern	Diplom	Objektorientierte Modellbildung in der Wirtschaftsinformatik
1998	intern	Diplom	siehe lfd. Nr. 436
1998	extern	Diplom	Integration und Steuerung eines Spektralphotometers zur automatischen Durchführung biochemischer Analytik
1998	extern	Diplom	Entwickung, Realisierung und Test einer druckdichten Prozeßzelle für die Kristallisation von Zeolithen in einer neuartigen Mikrowellenheizanlage
1998	intern	Diplom	Konzeption eines Marketinginformationssystems für ein unternehmerweites Leistungsspektrum
1998	extern	Diplom	"Konzeption und Implementation eines Funktionstabellen Editors für das ASIC Design"
1998	intern	Diplom	Entwurf und Realisierung eines Redaktionssystems für die automatisierte Erstellung von Internet-Seiten
1998	intern	Diplom	Die notwendige Schulung des Programmieranfängers vor dem Einstieg in die Syntax einer speziellen Programmiersprache anhand ausgewählter Beispiele - Unterweisung im Umgang mit den formalen Konstrukten
1998	intern	Diplom	Entwurf und Realisierung eines Sendungsverfolgungssystems unter besonderer Berücksichtigung offnerer Schnittstellen
1998	intern	Diplom	Entwurf und Teilimplementierung einer datenbankbasierten Intranetlösung zur projektorientierten Zeiterfassung
1998	intern	Diplom	Erkennung musikalischer Symbolschrift und Transformation nach MIDI
1998	intern	Diplom	Entwicklung der Software zur Verwaltung einer Milchviehherde und der Steuerung eines Fütterungsautomaten zur Verteilung von Kraftfutter
1998	intern	Diplom	Entwurf und Realisierung eines Entscheidungsunterstützungssystems. Teilweise Implementierung am Beispiel PC-Kauf.
1998	extern	Diplom	Verbesserung und Optimierung vorhandener Werkzeuge zur verfahrenstechnischen Planung von Kraftanlagen
1998	intern	Diplom	Internet fähige 3-Ebenen C/S Anwendung auf Basis des Framework FROC/S-Erarbeitung eines Konzepts und beispielhafte Implementierung
1998	intern	Diplom	Konzept zur Nutzung von Internet-Technologien und prototypische Realisierung eines Teilaspektes dieses Konzeptes, angewendet auf SGML-Datenbestände der Abteilung Informationsdienste der Fa. DATEV e.G.
1998	intern	Diplom	Untersuchung eines Debug-Systems für embedded Anwendungen unter Java
1998	intern	Diplom	DV-Konzept und Softwareauswahl für ein mittelständiges Unternehmen
1998	intern	Diplom	Vereinheitlichung der objektorientierten Modellierung UML - eine kritische Würdigung
1998	intern	Diplom	Reengineeringkonzept f. ein derz. Dateiorient. Informationssystem f. techn. Komponenten unter Einsatz e.geeign. Datenbanksystems m. Mehrbenutzerzugriff und Schnittstelle z. Internet
1998	intern	Diplom	Konzeption und Auswahl eines Management-Informations-Systems für ein Ingenieur-Büro
1998	intern	Diplom	Das Konzept des Passivhauses in Theorie
1998	intern	Diplom	Konzept für Backup und Recovery der Oracle-Datenbanken bei der Firma Bosch in Nürnberg
1998	intern	Diplom	Informationssicherheit in lokalen und globalen Netzen als Gegenstand des strategischen Informationsmanagements
1998	intern	Diplom	Entwurf und Implementierung von Kommunikationsstrategien mit CORBA am Beispiel einer Virtual-Reality-Anwendung
1999	intern	Diplom	Untersuchung von Methoden zum unscharfen Zugriff auf Datenbestände
1999	intern	Diplom	Konzeption und Realisierung einer DCOM-basierten Komponentenarchitektur für ein existierendes, mit TCP/IP-Sockets realisiertes Kommunikationssystem
1999	intern	Diplom	Implementierung von Prioritätsschrankenalgorithmus und verwandten Synchronisationsverfahren zur Untersuchung des Echtzeit- und Laufzeitverhaltens
1999	intern	Diplom	Konzeption eines Geschäftsprozeßmodells für einen Dienstleister im Bereich Internet, Datenbanken und innovative Technologien
1999	intern	Diplom	Konzeption und Realisierung eines graphischen Editors für Objekte in der DCOM-basierten Laufzeitsystem Object Engine
1999	intern	Diplom	Benutzeridentifikation anhand der Bedienmuster für standar. Texte mit Hilfe von Methoden der Neuronalen Netze
1999	intern	Diplom	Komponentenbasierte 3-Ebenen-SW-Architekturen am Beispiel eines internetfähigen Informationssystems
1999	intern	Diplom	Hochverfügbare Systeme im NT-Umfeld
1999	intern	Diplom	Entwurf und Realisierung eines datenbankbasierten Systems zur strukturierten Verwaltung mehrsprachiger Textdokumente
1999	intern	Diplom	IT -Unterstützung im Vertrieb - Budgetangebote im Anlagengeschäft
1999	intern	Diplom	Untersuchung der Realisierung fuzzy-logischer Konzepte für das Datenbank-Retrieval
1999	intern	Diplom	Entwurf und Implementierung eines Echtzeit-Betriebssystems-Kerns für den digitalen Signalprozessor Motorola 56 300
1999	intern	Diplom	Konzeption eines Informationssystems für das Qualitätsmanagement im Produktdefinition- und -entwicklungsprozeß
1999	intern	Diplom	Entwurf und Einführung eines skalierbaren Kommunikationskonzepts für den Mittelstand auf Basis von Komponenten und Funktionen
1999	intern	Diplom	Automatische Robotoprogrammierung zum Zeichnen von 2 D-Grafiken
1999	extern	Diplom	Design und Implementierung eines Werkzeugs zur computerunterstützten Dokumentation von Programmquellcode
1999	intern	Diplom	Administration und Visualisierung von Dokumenten auf Basis verteilter Objekte in einer Mehrebenenarchitektur
1999	intern	Diplom	Erstellen einer Verkehrslärmkarte für das Stadtgebiet Bamberg
1999	extern	Diplom	Desaster Recovery von WINDOWS NT - Diskussion präventiver Strategien und deren Umsetzung
1999	intern	Diplom	Entwicklung eines Open GL kompatiblen Treibers für den Grafikchip GLINT MX/Delta für das Betriebssystem Linux
1999	intern	Diplom	Implementierung eines Systems zur automatischen und halbautomatischen Gewinnung von Unterschriften bei einer Direkt-Bank
1999	intern	Diplom	Entwurf und Implementierung einer OLE DB-Schnittstelle für Typinformationen in COM-Umgebungen
1999	intern	Diplom	Methoden des Software Reliability Engineering und deren Implementierung
1999	intern	Diplom	Aufbau und Test eines Infrarotmikroskops
1999	intern	Diplom	Die Berechnung der Abscheidung von Aerosolteilchen in Faserfiltermedien aufgrund von Trägheit und Gravitation (neues Zellenmodell)
1999	intern	Diplom	Verwaltung zeitbezogener Daten: Grundlagen und deren Realisierung in SQL-92 und SQL 3
1999	intern	Diplom	Konzeption, Design und Implementierung einer Portierung von Windows NT nach Windows CE am Beispiel eines Embeddet HMI Systems für Sinumerik 840 D
1999	intern	Diplom	Konzeption eines vollständig benutzerzentrierten kommerziellen Internetangebotes
1999	intern	Diplom	Entwicklung einer Anwendung zur Erstellung und Präsentation von Dokumenten auf Basis von Internettechnologie und verteilter Objekte in Java
2000	extern	Diplom	Untersuchung der Implementierungs- und Realisierungsmöglichkeiten einer WAP-Anwendung
2000	extern	Diplom	Mental Ray Shader zur realistischen Darstellung der Oberflächenspannung auf mit Flüssigkeit überzogenen Flächen
2000	intern	Diplom	Konzeption und Realisierung eines Data Warehouse-Ansatzes am Beispiel des Business Information Warehouse der SAP AG
2000	intern	Diplom	Konzeption und prototypische Umsetzung einer Schnittstelle zur verteilten Simulation dynamischer Produktprozesse auf Basis der High Livel Architecture
2000	intern	Diplom	Integriertes Domtrollingkonzept für die interne und externe Rechnungslegung bei Energieversorgungsunternehmen als Folge der Liberalisierung der Energieversorgermärkte - Entwicklung und Implementierung
2000	intern	Diplom	Softwareunterstützte Erzeugung von komplexen, verteilten Simulationsmodellen aus Einzelmodellen auf Basis der HLA
2000	extern	Diplom	Entwicklung eines Vorgehensmodells für das Management von Projekten in der objektorientierten Software-Entwicklung
2000	intern	Diplom	Entwurf und Realisierung von Komponenten für graphische Operationen in einem Plotmanagement-System
2000	intern	Diplom	Entwurf und Realisation einer TAPI-Schnittstelle zur Steuerung einer ISDN-Telekommunikations-Anlage über Ethernet und Demonstration der Funktionsweise anhand einer CTI-Applikation unter LINUX
2000	intern	Diplom	Analyse und Konzeption von Kommunikationsprozessen in einer Bank im Hinblick auf die Einführung eines Intranets
2000	intern	Diplom	Auswertung von Stereobildern - Objekterkennung und Szenenvermessung
2000	intern	Diplom	Entwicklung von Komponentensoftware mit Microsoft COM und der Active Template Library am Beispiel einer verteilten Groupware-Anwendung
2000	intern	Diplom	Konzeption und Realisierungs internetfähiger Reservierungs-Komponenten am Beispiel eines Kinoverwaltungssystems
2000	intern	Diplom	Entwicklung eines unternehmensspezifischen Zeiterfassungssystems unter Verwendung von Borland Delphi und Microsoft SQL Server
2000	extern	Diplom	Einbindung des Internet in den Workflow des mehrspartigen Netzbauabwicklungsprozesses bei einem Energieversorger
2000	intern	Diplom	Betrachtung des XML-basierten Internet-Objektprotokolls SOAP als Basis für Web-Applikationen der 3. Generation sowie Darstellung anhand eines durchgängigen Beispiels aus der Versicherungsbranche
2000	intern	Diplom	Konzeption und Implementierung eines komponentenbasierten Robotersimulators
2000	intern	Diplom	Optimierte Darstellung und Speicherung von Dreiecksnetzen
2000	intern	Diplom	Konzept zur Einführung eines Dokumentenmanagementsystems für einen internen DV-Dienstleister
2000	intern	Diplom	Design und Implementierung eines objektorientierten Kommunikations-Framework
2000	intern	Diplom	Entwurf und Teilrealisierung eines betrieblichen Internet-Informationssystems
